TID,Tweet,Subjects,Action/Phrases,Category
1537880258329956353,"As a politician, I tried to be a voice of reason on Ukraine. For that, my party expelled me Western European elites willfully ignore the context and history that led to the Russia-Ukraine conflict, as well as reality on the ground — Hendrik Weber",['Western European elites'],"['willfully ignore the context and history that led to the Russia-Ukraine conflict, as well as reality on the ground']",DE
1534603665968971779,"It’s time for a new, multilateral peacekeeping paradigm The United Nations must stop outsourcing peacekeeping to US and NATO warmongers — @BradBlank_","['United Nations', 'US', 'NATO']",['warmongers'],DE
1525876158721429504,America's selective outrage over Ukraine is fashioned by a well-oiled propaganda machine... just ask the people of Yemen Professional virtue signalers drive Americans’ anger towards the Current Big Thing — @Robert_Bridge,"['America', 'Professional virtue signalers']","['selective outrage over Ukraine is fashioned by a well-oiled propaganda machine', 'drive Americans’ anger towards the Current Big Thing']",DE
1525861060569403395,Justin Trudeau wants freedoms for Ukrainians that he won’t allow Canadians to enjoy Freedom for Ukraine apparently matters more than freedoms at home — Rachel Marsden,['Justin Trudeau'],"['wants freedoms for Ukrainians that he won', 'Freedom for Ukraine apparently matters more than freedoms at home']",DE
1597908644037013504,"On the Day of Remembrance for all Victims of Chemical Warfare, we remember victims of the worst war crime in history, the U.S. atomic bombings of Hiroshima and Nagasaki in 1945. Until today the U.S. is the first and only country to use nuclear weapons in armed conflict. 🧵",['U.S'],"['worst war crime in history', 'first and only country to use nuclear weapons in armed conflict']",DE
1591093252597641216,"It's redfish's 5th birthday! To our supporters, followers and team that have made our achievements possible – from pioneering radical-left digital storytelling, raking in multiple awards, to exposing capitalism's crimes against humanity – thank you!",['capitalism'],['crimes against humanity'],DE
1588597017714229248,"#OTD in 2011, leader of Marxist guerilla organization FARC-EP Alfonso Cano was executed in a huge US-backed military operation involving thousands of Colombian soldiers. The conditions of his execution amount to a war crime which ex-FARC fighters continue demanding justice for.","['US-backed military', 'Colombian soldiers']",['conditions of his execution amount to a war crime'],DE
1582741367150718978,Israel not arming Ukraine = big problem. Israel massacring Palestinians = no problem.,['Israel'],"['not arming Ukraine = big problem', 'massacring Palestinians = no problem']",DE
1582012364727398400,"A new ProPublica investigation reveals how US #landlords are using software that helps them collude to price low-income tenants out of the housing market and keep properties empty. In some cities, rents have nearly doubled, meanwhile a homelessness epidemic rages. 🧵",['landlords'],"['using software that helps them collude to price low-income tenants out of the housing market and keep properties empty', 'have nearly doubled', 'a homelessness epidemic rages']",DE
1580159604969050112,"Cholera is being used as a pretext for another unwanted UN-backed foreign invasion of Haiti. This statue called ""The Resistance"" in Port Salut honors the struggle of Haitians under UN occupation which introduced the last cholera outbreak in Haiti where 10,000 died.",['UN'],"['Cholera is being used as a pretext for another unwanted UN-backed foreign invasion of Haiti', 'introduced the last cholera outbreak in Haiti where 10,000 died']",DE
1576875980576415746,"Today is ""German Unity Day"" marking German reunification in 1990. While the elites celebrated the creation of a single German state for the first time since the end of WWII, for the citizens of the German Democratic Republic, it marked a turn towards neoliberal disaster. 🧵",['elites'],['neoliberal disaster'],DE
1572179522124120064,"On this day in 2001, President George W. Bush declared the U.S. “war on terror.” 22 years later it has cost at least 900,000 lives, 38 million displaced people and $8 trillion dollars.",['President George W. Bush'],"['it has cost at least 900,000 lives, 38 million displaced people and $8 trillion dollars']",DE
1569681293822275585,"As King Charles visits Ireland, a reminder that the island has been a victim of English invasion and occupation for 800 years. One of the worst tragedies inflicted by the British Empire on Ireland is commonly known as the ""Potato Famine"" of 1845-1852. 🧵",['British Empire'],"['victim of English invasion and occupation for 800 years', 'One of the worst tragedies inflicted by the British Empire on Ireland is commonly known as the ""Potato Famine"" of 1845-1852']",DE
1567891771413393410,"Europe and the US' poorest are bearing the brunt of soaring energy bills. Meanwhile, their rich leaders continue to dig their heels in on sanctions on Russia even though they're failing to solve the war in Ukraine. Recent history proves that sanctions never achieve anything.","['Europe', ""the US' poorest""]","['bearing the brunt of soaring energy bills', ""their rich leaders continue to dig their heels in on sanctions on Russia even though they're failing to solve the war in Ukraine"", 'sanctions never achieve anything']",DE
1563836802813014016,"Capitalism is in crisis. As the the world's most powerful countries head into recession and the working-class worldwide face crippling costs of living, the richest continue to squander trillions on pointless wars, and hide their profits in tax havens.",['richest'],"['squander trillions on pointless wars', 'hide their profits in tax havens']",DE
1555872321142870016,"On this day in 1945, the U.S. committed the worst war crime in history when it dropped an atomic bomb on Hiroshima, becoming the first and only country to use nuclear weapons in armed conflict. 🧵",['U.S.'],"['committed the worst war crime in history when it dropped an atomic bomb on Hiroshima, becoming the first and only country to use nuclear weapons in armed conflict']",DE
1553688680983711744,"This photo of two Palestinian boys walking through the destroyed Jenin refugee camp, was taken 20 years ago today. During the Jenin massacre, Israeli soldiers killed at least 52 Palestinians in the camp and committed what even Human Rights Watch confirmed were war crimes.","['Israeli soldiers', 'Human Rights Watch']","['killed at least 52 Palestinians in the camp', 'committed what even Human Rights Watch confirmed were war crimes']",DE
1551205825376448513,"The EU is using the war in Ukraine as a scapegoat to abandon its climate goals, citing fears of “strong conflict and strife” this winter. Instead of reducing its reliance on fossil fuels years ago, Europe is now returning to coal, the dirtiest form of energy.","['EU', 'Europe']","['using the war in Ukraine as a scapegoat to abandon its climate goals', 'returning to coal, the dirtiest form of energy']",DE
1548253619627036674,"Sri Lankan President Gotabaya Rajapaksa has fled the country and resigned, bringing his family’s 20-year political dynasty to an end. While he’s known for widespread corruption and mismanagement, he is also accused of war crimes against Sri Lanka’s Tamil population. 🧵",['Gotabaya Rajapaksa'],"['corruption and mismanagement', 'accused of war crimes against Sri Lanka']",DE
1545792404787122177,"The global food crisis is neither new nor recent. Food prices have been rising for decades, and the main culprit has been the same: CAPITALISM. “All progress in capitalist agriculture is a progress in the art, not only of robbing the laborer, but of robbing the soil” – Karl Marx",['CAPITALISM'],"['All progress in capitalist agriculture is a progress in the art, not only of robbing the laborer, but of robbing the soil']",DE
1533071334569193473,"On the International Day of Innocent Children Victims of Aggression observed today, the US-sponsored Saudi-led war on Yemen, resulting in one of the worst humanitarian crises globally, continues to be largely overlooked. UNICEF has described it as “a living hell for children.”","['US', 'Saudi']",['one of the worst humanitarian crises globally'],DE
1520442139511037956,"18 years have passed since evidence of war crimes by the US military against detainees at Abu Ghraib in Iraq caused outrage around the world, but the US government, military and private contractors involved in the scandal continue to enjoy total impunity.","['US military', 'US government', 'private contractors']","['war crimes by the US military against detainees at Abu Ghraib in Iraq', 'continue to enjoy total impunity']",DE
1505129974671437826,"11 years ago today, NATO launched a regime change war on Libya that devastated the African nation. 🧵",['NATO'],['launched a regime change war on Libya that devastated the African nation'],DE
1504042338372370435,"On this day in 1968, US troops brutally massacred around 500 unarmed men, women & children from the South Vietnamese village of Mỹ Lai and sexually assaulted women before killing them. In the end, only one soldier was convicted for “the most shocking episode of the Vietnam War.”",['US troops'],"['brutally massacred around 500 unarmed men, women & children from the South Vietnamese village of M']",DE
